seed,scenario,criterion,model,score,weight,selected
3,redundant_parameterization,cv,Duplicate-UDE,0.7473071303528572,0.2483800579120016,0
3,redundant_parameterization,cv,TV-SIR,0.7819215871151887,0.24411827374112927,0
4,redundant_parameterization,aic,SIR,18.507260923348717,0.8308412790338339,1
4,redundant_parameterization,aic,Redundant-SIR,26.507260923348714,0.015217388840637763,0
4,redundant_parameterization,aic,Duplicate-UDE,34.01868817705339,0.00035583972855146833,0
4,redundant_parameterization,aic,TV-SIR,21.883623745230764,0.15358549239697697,0
4,redundant_parameterization,bic,SIR,20.596305798795562,0.9369284825570028,1
4,redundant_parameterization,bic,Redundant-SIR,32.77439554968925,0.0021245543822154276,0
4,redundant_parameterization,bic,Duplicate-UDE,44.46391255428762,6.150656687552518e-06,0
4,redundant_parameterization,bic,TV-SIR,26.061713496124458,0.06094081240409436,0
4,redundant_parameterization,gic_eff,SIR,20.56486218655848,0.34644335219923905,0
4,redundant_parameterization,gic_eff,Redundant-SIR,20.502608807612575,0.3573965712265856,1
4,redundant_parameterization,gic_eff,Duplicate-UDE,21.0759256210347,0.26832195987955215,0
4,redundant_parameterization,gic_eff,TV-SIR,25.607488454225376,0.02783811669462326,0
4,redundant_parameterization,gic_aic,SIR,18.48660506491425,0.31721518734021953,0
4,redundant_parameterization,gic_aic,Redundant-SIR,18.445709732250876,0.323768266916125,1
4,redundant_parameterization,gic_aic,Duplicate-UDE,18.654710796915204,0.29164213978761744,0
4,redundant_parameterization,gic_aic,TV-SIR,21.585235376486317,0.06737440595603805,0
4,redundant_parameterization,cv,SIR,1.3169617440212746,0.24639419006164637,0
4,redundant_parameterization,cv,Redundant-SIR,1.3169617440212604,0.24639419006164812,0
4,redundant_parameterization,cv,Duplicate-UDE,1.2461005390541682,0.25528058014990235,1
4,redundant_parameterization,cv,TV-SIR,1.272516251825177,0.25193103972680325,0
5,redundant_parameterization,aic,SIR,19.30137117895974,0.7505275323555416,1
5,redundant_parameterization,aic,Redundant-SIR,27.30137117895974,0.013746391258676856,0
5,redundant_parameterization,aic,Duplicate-UDE,34.9760348427081,0.00029624884178614636,0
5,redundant_parameterization,aic,TV-SIR,21.620098056778772,0.2354298275439954,0
5,redundant_parameterization,bic,SIR,21.39041605440659,0.8987576066544255,1
5,redundant_parameterization,bic,Redundant-SIR,33.568505805300276,0.0020379991080599273,0
5,redundant_parameterization,bic,Duplicate-UDE,45.421259219942336,5.437650470714211e-06,0
5,redundant_parameterization,bic,TV-SIR,25.798187807672463,0.09919895658704414,0
5,redundant_parameterization,gic_eff,SIR,21.358972442169506,0.3470086214234643,0
